"President","Date","Approve","Disapprove","Inaug","Days"
"Kennedy",1961-06-02,73,11,"1/20/61",133
"Kennedy",1961-05-15,74,10,"1/20/61",115
"Kennedy",1961-05-09,77,8,"1/20/61",109
"Kennedy",1961-05-03,83,5,"1/20/61",103
"Kennedy",1961-04-04,78,6,"1/20/61",74
"Kennedy",1961-03-15,72,7,"1/20/61",54
"Kennedy",1961-02-15,72,6,"1/20/61",26
"Eisenhower",1960-12-13,59,28,"1/20/53",2884
"Eisenhower",1960-12-06,68,31,"1/20/53",2877
"Eisenhower",1960-11-15,59,25,"1/20/53",2856
"Eisenhower",1960-10-23,57,31,"1/20/53",2833
"Eisenhower",1960-09-26,64,25,"1/20/53",2806
"Eisenhower",1960-09-14,58,28,"1/20/53",2794
"Eisenhower",1960-08-30,60,28,"1/20/53",2779
"Eisenhower",1960-08-09,63,24,"1/20/53",2758
"Eisenhower",1960-07-28,62,26,"1/20/53",2746
"Eisenhower",1960-07-14,49,33,"1/20/53",2732
"Eisenhower",1960-06-28,57,26,"1/20/53",2716
"Eisenhower",1960-06-14,60,23,"1/20/53",2702
"Eisenhower",1960-05-24,64,21,"1/20/53",2681
"Eisenhower",1960-04-26,61,21,"1/20/53",2653
"Eisenhower",1960-03-28,65,22,"1/20/53",2624
"Eisenhower",1960-03-07,63,22,"1/20/53",2603
"Eisenhower",1960-02-09,63,21,"1/20/53",2576
"Eisenhower",1960-01-11,66,17,"1/20/53",2547
"Eisenhower",1959-12-15,76,15,"1/20/53",2520
"Eisenhower",1959-12-08,66,18,"1/20/53",2513
"Eisenhower",1959-11-10,64,20,"1/20/53",2485
"Eisenhower",1959-10-14,66,19,"1/20/53",2458
"Eisenhower",1959-09-16,66,19,"1/20/53",2430
"Eisenhower",1959-07-28,60,26,"1/20/53",2380
"Eisenhower",1959-06-30,62,23,"1/20/53",2352
"Eisenhower",1959-06-03,63,20,"1/20/53",2325
"Eisenhower",1959-04-27,59,24,"1/20/53",2288
"Eisenhower",1959-03-31,62,22,"1/20/53",2261
"Eisenhower",1959-03-09,58,25,"1/20/53",2239
"Eisenhower",1959-02-09,58,25,"1/20/53",2211
"Eisenhower",1959-01-12,56,27,"1/20/53",2183
"Eisenhower",1958-12-08,56,32,"1/20/53",2148
"Eisenhower",1958-11-12,51,29,"1/20/53",2122
"Eisenhower",1958-10-13,56,26,"1/20/53",2092
"Eisenhower",1958-09-29,53,27,"1/20/53",2078
"Eisenhower",1958-09-15,56,29,"1/20/53",2064
"Eisenhower",1958-08-25,55,26,"1/20/53",2043
"Eisenhower",1958-08-04,57,26,"1/20/53",2022
"Eisenhower",1958-07-08,52,32,"1/20/53",1995
"Eisenhower",1958-05-26,53,31,"1/20/53",1952
"Eisenhower",1958-05-12,51,32,"1/20/53",1938
"Eisenhower",1958-04-14,54,30,"1/20/53",1910
"Eisenhower",1958-03-25,47,35,"1/20/53",1890
"Eisenhower",1958-03-04,50,32,"1/20/53",1869
"Eisenhower",1958-02-19,54,32,"1/20/53",1856
"Eisenhower",1958-01-22,57,27,"1/20/53",1828
"Eisenhower",1957-12-31,60,29,"1/20/53",1806
"Eisenhower",1957-11-12,57,27,"1/20/53",1757
"Eisenhower",1957-10-15,56,26,"1/20/53",1729
"Eisenhower",1957-09-24,57,27,"1/20/53",1708
"Eisenhower",1957-08-06,62,19,"1/20/53",1659
"Eisenhower",1957-07-23,64,22,"1/20/53",1645
"Eisenhower",1957-06-25,63,22,"1/20/53",1617
"Eisenhower",1957-06-11,63,22,"1/20/53",1603
"Eisenhower",1957-05-15,61,22,"1/20/53",1576
"Eisenhower",1957-04-30,62,22,"1/20/53",1561
"Eisenhower",1957-04-11,66,20,"1/20/53",1542
"Eisenhower",1957-03-20,65,19,"1/20/53",1520
"Eisenhower",1957-03-05,71,17,"1/20/53",1505
"Eisenhower",1957-02-12,72,15,"1/20/53",1484
"Eisenhower",1957-01-22,73,13,"1/20/53",1463
"Eisenhower",1956-12-19,77,11,"1/20/53",1429
"Eisenhower",1956-11-20,74,14,"1/20/53",1400
"Eisenhower",1956-08-01,67,19,"1/20/53",1289
"Eisenhower",1956-07-10,69,20,"1/20/53",1267
"Eisenhower",1956-06-13,72,18,"1/20/53",1240
"Eisenhower",1956-05-29,71,18,"1/20/53",1225
"Eisenhower",1956-05-08,69,16,"1/20/53",1204
"Eisenhower",1956-04-03,72,17,"1/20/53",1169
"Eisenhower",1956-03-06,72,17,"1/20/53",1141
"Eisenhower",1956-02-14,74,15,"1/20/53",1120
"Eisenhower",1956-01-24,76,13,"1/20/53",1099
"Eisenhower",1956-01-04,76,11,"1/20/53",1079
"Eisenhower",1955-12-06,74,12,"1/20/53",1050
"Eisenhower",1955-11-22,77,13,"1/20/53",1036
"Eisenhower",1955-09-13,70,16,"1/20/53",966
"Eisenhower",1955-08-23,70,15,"1/20/53",945
"Eisenhower",1955-08-02,75,11,"1/20/53",924
"Eisenhower",1955-07-12,72,17,"1/20/53",903
"Eisenhower",1955-06-22,67,15,"1/20/53",883
"Eisenhower",1955-06-08,69,15,"1/20/53",869
"Eisenhower",1955-05-17,67,16,"1/20/53",847
"Eisenhower",1955-04-19,69,14,"1/20/53",819
"Eisenhower",1955-03-22,64,22,"1/20/53",791
"Eisenhower",1955-03-01,70,16,"1/20/53",770
"Eisenhower",1955-02-15,72,15,"1/20/53",756
"Eisenhower",1955-01-18,69,17,"1/20/53",728
"Eisenhower",1955-01-05,69,17,"1/20/53",715
"Eisenhower",1954-11-30,68,23,"1/20/53",679
"Eisenhower",1954-11-16,57,23,"1/20/53",665
"Eisenhower",1954-10-13,61,25,"1/20/53",631
"Eisenhower",1954-09-21,65,21,"1/20/53",609
"Eisenhower",1954-08-24,61,22,"1/20/53",581
"Eisenhower",1954-08-03,67,18,"1/20/53",560
"Eisenhower",1954-07-21,74,20,"1/20/53",547
"Eisenhower",1954-06-30,64,21,"1/20/53",526
"Eisenhower",1954-06-17,61,23,"1/20/53",513
"Eisenhower",1954-05-26,61,23,"1/20/53",491
"Eisenhower",1954-04-13,68,21,"1/20/53",448
"Eisenhower",1954-04-03,60,22,"1/20/53",438
"Eisenhower",1954-03-17,64,22,"1/20/53",421
"Eisenhower",1954-02-23,66,21,"1/20/53",399
"Eisenhower",1954-01-26,70,17,"1/20/53",371
"Eisenhower",1954-01-07,70,18,"1/20/53",352
"Eisenhower",1953-12-09,68,21,"1/20/53",323
"Eisenhower",1953-11-05,61,25,"1/20/53",289
"Eisenhower",1953-10-14,64,19,"1/20/53",267
"Eisenhower",1953-09-17,60,20,"1/20/53",240
"Eisenhower",1953-08-20,73,14,"1/20/53",212
"Eisenhower",1953-07-23,72,12,"1/20/53",184
"Eisenhower",1953-05-14,73,10,"1/20/53",114
"Eisenhower",1953-04-24,73,10,"1/20/53",94
"Eisenhower",1953-04-02,73,7,"1/20/53",72
"Eisenhower",1953-02-20,66,7,"1/20/53",31
"Eisenhower",1953-02-05,68,7,"1/20/53",16
"Truman",1952-12-16,32,56,"1/20/45",2887
"Truman",1952-12-04,32,56,"1/20/45",2875
"Truman",1952-10-07,32,55,"1/20/45",2817
"Truman",1952-10-03,30,56,"1/20/45",2813
"Truman",1952-10-01,32,54,"1/20/45",2811
"Truman",1952-07-11,28,58,"1/20/45",2729
"Truman",1952-05-28,30,59,"1/20/45",2685
"Truman",1952-05-09,26,60,"1/20/45",2666
"Truman",1952-04-11,28,60,"1/20/45",2638
"Truman",1952-02-14,22,64,"1/20/45",2581
"Truman",1952-01-04,23,66,"1/20/45",2540
"Truman",1951-11-16,22,60,"1/20/45",2491
"Truman",1951-10-12,27,58,"1/20/45",2456
"Truman",1951-08-01,29,58,"1/20/45",2384
"Truman",1951-07-06,28,56,"1/20/45",2358
"Truman",1951-06-14,24,61,"1/20/45",2336
"Truman",1951-05-24,23,63,"1/20/45",2315
"Truman",1951-04-14,24,54,"1/20/45",2275
"Truman",1951-03-24,26,60,"1/20/45",2254
"Truman",1951-03-02,27,58,"1/20/45",2232
"Truman",1951-02-09,25,58,"1/20/45",2211
"Truman",1950-12-01,33,52,"1/20/45",2141
"Truman",1950-10-18,40,45,"1/20/45",2097
"Truman",1950-10-11,36,48,"1/20/45",2090
"Truman",1950-10-06,42,36,"1/20/45",2085
"Truman",1950-09-29,34,50,"1/20/45",2078
"Truman",1950-09-15,34,47,"1/20/45",2064
"Truman",1950-08-18,42,32,"1/20/45",2036
"Truman",1950-07-28,39,44,"1/20/45",2015
"Truman",1950-07-07,45,39,"1/20/45",1994
"Truman",1950-06-09,36,46,"1/20/45",1966
"Truman",1950-05-02,40,37,"1/20/45",1928
"Truman",1950-04-28,39,47,"1/20/45",1924
"Truman",1950-02-24,35,47,"1/20/45",1861
"Truman",1950-01-06,44,41,"1/20/45",1812
"Truman",1949-10-02,49,34,"1/20/45",1716
"Truman",1949-10-02,47,34,"1/20/45",1716
"Truman",1949-06-09,56,27,"1/20/45",1601
"Truman",1949-04-30,50,31,"1/20/45",1561
"Truman",1949-03-04,56,26,"1/20/45",1504
"Truman",1949-01-05,67,18,"1/20/45",1446
"Truman",1948-06-16,38,45,"1/20/45",1243
"Truman",1948-06-02,38,45,"1/20/45",1229
"Truman",1948-04-07,36,49,"1/20/45",1173
"Truman",1947-12-03,53,32,"1/20/45",1047
"Truman",1947-09-10,55,27,"1/20/45",963
"Truman",1947-07-09,59,26,"1/20/45",900
"Truman",1947-06-18,55,31,"1/20/45",879
"Truman",1947-05-28,64,23,"1/20/45",858
"Truman",1947-04-23,57,24,"1/20/45",823
"Truman",1947-03-26,63,21,"1/20/45",795
"Truman",1947-03-19,58,22,"1/20/45",788
"Truman",1947-01-15,49,37,"1/20/45",725
"Truman",1946-11-13,34,52,"1/20/45",662
"Truman",1946-10-21,27,56,"1/20/45",639
"Truman",1946-09-11,33,51,"1/20/45",599
"Truman",1946-06-12,45,42,"1/20/45",508
"Truman",1946-05-29,45,42,"1/20/45",494
"Truman",1946-03-27,50,33,"1/20/45",431
"Truman",1946-02-27,48,38,"1/20/45",403
"Truman",1946-01-03,63,22,"1/20/45",348
"Truman",1945-10-31,75,13,"1/20/45",284
"Truman",1945-10-03,80,8,"1/20/45",256
"Truman",1945-08-22,91,2,"1/20/45",214
"Truman",1945-05-29,86,2,"1/20/45",129
"Roosevelt",1943-12-15,65,23,"1/20/41",1059
"Roosevelt",1943-03-24,71,19,"1/20/41",793
"Roosevelt",1943-01-27,75,16,"1/20/41",737
"Roosevelt",1943-01-07,75,14,"1/20/41",717
"Roosevelt",1942-11-17,72,18,"1/20/41",666
"Roosevelt",1942-09-03,74,18,"1/20/41",591
"Roosevelt",1942-08-13,74,16,"1/20/41",570
"Roosevelt",1942-07-01,79,12,"1/20/41",527
"Roosevelt",1942-06-09,77,15,"1/20/41",505
"Roosevelt",1942-03-17,75,14,"1/20/41",421
"Roosevelt",1942-03-17,74,15,"1/20/41",421
"Roosevelt",1942-02-28,78,13,"1/20/41",404
"Roosevelt",1942-01-23,83,10,"1/20/41",368
"Roosevelt",1941-09-17,70,24,"1/20/41",240
"Roosevelt",1941-09-09,70,23,"1/20/41",232
"Roosevelt",1941-08-26,67,24,"1/20/41",218
"Roosevelt",1941-08-19,65,26,"1/20/41",211
"Roosevelt",1941-08-05,68,23,"1/20/41",197
"Roosevelt",1941-07-29,65,25,"1/20/41",190
"Roosevelt",1941-07-22,69,24,"1/20/41",183
"Obama",2015-12-21,46,50,"1/20/09",2526
"Obama",2015-04-18,44,51,"1/20/09",2279
"Obama",2015-05-16,48,48,"1/20/09",2307
"Obama",2014-02-13,40,52,"1/20/09",1850
"Obama",2012-06-16,45,49,"1/20/09",1243
"Obama",2016-08-18,51,45,"1/20/09",2767
"Obama",2015-04-16,47,50,"1/20/09",2277
"Obama",2013-09-12,45,47,"1/20/09",1696
"Obama",2014-07-28,40,54,"1/20/09",2015
"Obama",2015-12-27,48,48,"1/20/09",2532
"Obama",2009-08-20,53,40,"1/20/09",212
"Obama",2012-08-01,45,49,"1/20/09",1289
"Obama",2010-11-07,47,46,"1/20/09",656
"Obama",2009-02-19,63,24,"1/20/09",30
"Obama",2014-11-05,41,53,"1/20/09",2115
"Obama",2015-09-16,46,50,"1/20/09",2430
"Obama",2012-04-02,48,44,"1/20/09",1168
"Obama",2012-06-05,46,47,"1/20/09",1232
"Obama",2010-01-29,47,47,"1/20/09",374
"Obama",2013-07-29,46,46,"1/20/09",1651
"Obama",2011-12-28,41,50,"1/20/09",1072
"Obama",2015-04-09,47,49,"1/20/09",2270
"Obama",2009-02-10,63,22,"1/20/09",21
"Obama",2012-05-22,47,47,"1/20/09",1218
"Obama",2014-05-13,45,49,"1/20/09",1939
"Obama",2012-12-14,50,43,"1/20/09",1424
"Obama",2009-08-30,51,42,"1/20/09",222
"Obama",2016-02-10,48,48,"1/20/09",2577
"Obama",2014-05-15,44,49,"1/20/09",1941
"Obama",2016-09-03,52,44,"1/20/09",2783
"Obama",2012-12-06,49,44,"1/20/09",1416
"Obama",2016-03-23,52,45,"1/20/09",2619
"Obama",2014-06-18,41,55,"1/20/09",1975
"Obama",2011-10-06,38,53,"1/20/09",989
"Obama",2011-01-09,49,43,"1/20/09",719
"Obama",2010-07-19,47,45,"1/20/09",545
"Obama",2011-08-09,41,51,"1/20/09",931
"Obama",2014-01-04,40,53,"1/20/09",1810
"Obama",2014-07-12,42,53,"1/20/09",1999
"Obama",2009-12-28,52,41,"1/20/09",342
"Obama",2015-06-26,47,49,"1/20/09",2348
"Obama",2012-10-16,49,45,"1/20/09",1365
"Obama",2015-03-25,44,52,"1/20/09",2255
"Obama",2016-05-18,49,46,"1/20/09",2675
"Obama",2015-05-21,42,53,"1/20/09",2312
"Obama",2014-10-03,41,55,"1/20/09",2082
"Obama",2015-01-28,47,49,"1/20/09",2199
"Obama",2015-03-07,47,49,"1/20/09",2237
"Obama",2009-09-08,51,41,"1/20/09",231
"Obama",2010-05-10,51,42,"1/20/09",475
"Obama",2009-06-14,61,31,"1/20/09",145
"Obama",2014-09-09,42,52,"1/20/09",2058
"Obama",2010-01-27,47,46,"1/20/09",372
"Obama",2016-08-15,51,45,"1/20/09",2764
"Obama",2011-05-28,46,45,"1/20/09",858
"Obama",2011-05-17,48,43,"1/20/09",847
"Obama",2015-04-01,46,49,"1/20/09",2262
"Obama",2016-01-06,47,48,"1/20/09",2542
"Obama",2015-01-22,47,49,"1/20/09",2193
"Obama",2011-04-19,42,49,"1/20/09",819
"Obama",2016-05-24,53,43,"1/20/09",2681
"Obama",2016-07-12,48,48,"1/20/09",2730
"Obama",2014-08-10,43,52,"1/20/09",2028
"Obama",2010-08-23,45,50,"1/20/09",580
"Obama",2012-03-25,46,45,"1/20/09",1160
"Obama",2013-05-09,50,43,"1/20/09",1570
"Obama",2010-11-12,42,49,"1/20/09",661
"Obama",2010-10-18,48,44,"1/20/09",636
"Obama",2011-12-12,45,48,"1/20/09",1056
"Obama",2011-01-15,49,42,"1/20/09",725
"Obama",2012-08-08,46,48,"1/20/09",1296
"Obama",2014-07-07,44,51,"1/20/09",1994
"Obama",2010-05-04,50,43,"1/20/09",469
"Obama",2013-11-07,43,50,"1/20/09",1752
"Obama",2009-03-17,61,28,"1/20/09",56
"Obama",2015-01-20,46,48,"1/20/09",2191
"Obama",2016-05-26,50,45,"1/20/09",2683
"Obama",2014-12-22,44,51,"1/20/09",2162
"Obama",2009-11-17,50,42,"1/20/09",301
"Obama",2013-12-01,41,52,"1/20/09",1776
"Obama",2012-09-01,43,48,"1/20/09",1320
"Obama",2012-06-02,46,47,"1/20/09",1229
"Obama",2016-09-16,53,45,"1/20/09",2796
"Obama",2012-06-15,45,49,"1/20/09",1242
"Obama",2014-08-30,42,51,"1/20/09",2048
"Obama",2010-09-22,44,47,"1/20/09",610
"Obama",2009-11-11,53,41,"1/20/09",295
"Obama",2011-07-15,42,50,"1/20/09",906
"Obama",2013-01-07,54,39,"1/20/09",1448
"Obama",2014-05-08,47,48,"1/20/09",1934
"Obama",2012-06-10,50,44,"1/20/09",1237
"Obama",2011-09-19,42,50,"1/20/09",972
"Obama",2012-03-11,49,43,"1/20/09",1146
"Obama",2015-03-18,46,48,"1/20/09",2248
"Obama",2016-10-26,53,44,"1/20/09",2836
"Obama",2012-06-23,51,45,"1/20/09",1250
"Obama",2014-11-29,44,51,"1/20/09",2139
"Obama",2010-02-06,49,44,"1/20/09",382
"Obama",2009-02-01,66,19,"1/20/09",12
"Obama",2015-05-11,46,48,"1/20/09",2302
"Obama",2012-08-16,44,50,"1/20/09",1304
"Obama",2010-08-13,43,48,"1/20/09",570
"Obama",2016-02-11,49,47,"1/20/09",2578
"Obama",2013-05-10,49,43,"1/20/09",1571
"Obama",2010-10-26,44,48,"1/20/09",644
"Obama",2016-02-07,47,50,"1/20/09",2574
"Obama",2012-02-15,43,48,"1/20/09",1121
"Obama",2014-07-08,42,54,"1/20/09",1995
"Obama",2015-11-03,49,47,"1/20/09",2478
"Obama",2016-04-23,50,46,"1/20/09",2650
"Obama",2015-06-30,46,50,"1/20/09",2352
"Obama",2016-09-02,51,45,"1/20/09",2782
"Obama",2015-06-05,45,50,"1/20/09",2327
"Obama",2014-12-30,47,48,"1/20/09",2170
"Obama",2010-02-23,51,43,"1/20/09",399
"Obama",2014-01-22,42,49,"1/20/09",1828
"Obama",2010-06-20,49,44,"1/20/09",516
"Obama",2014-02-08,41,51,"1/20/09",1845
"Obama",2016-04-05,51,44,"1/20/09",2632
"Obama",2009-09-27,51,40,"1/20/09",250
"Obama",2014-03-22,43,53,"1/20/09",1887
"Obama",2013-03-25,48,45,"1/20/09",1525
"Obama",2016-09-14,52,45,"1/20/09",2794
"Obama",2016-10-23,54,43,"1/20/09",2833
"Obama",2015-05-04,46,49,"1/20/09",2295
"Obama",2012-12-12,54,38,"1/20/09",1422
"Obama",2015-10-17,46,50,"1/20/09",2461
"Obama",2011-06-16,45,47,"1/20/09",877
"Obama",2010-07-01,49,44,"1/20/09",527
"Obama",2014-09-02,39,54,"1/20/09",2051
"Obama",2014-04-24,44,50,"1/20/09",1920
"Obama",2016-11-14,57,40,"1/20/09",2855
"Obama",2009-06-06,62,32,"1/20/09",137
"Obama",2015-06-20,44,50,"1/20/09",2342
"Obama",2011-07-09,46,45,"1/20/09",900
"Obama",2010-12-10,43,49,"1/20/09",689
"Obama",2015-12-13,46,50,"1/20/09",2518
"Obama",2012-11-19,53,42,"1/20/09",1399
"Obama",2013-12-11,42,49,"1/20/09",1786
"Obama",2016-06-07,50,46,"1/20/09",2695
"Obama",2012-06-04,46,46,"1/20/09",1231
"Obama",2010-09-19,47,46,"1/20/09",607
"Obama",2010-11-13,43,49,"1/20/09",662
"Obama",2012-08-28,43,47,"1/20/09",1316
"Obama",2012-08-04,45,47,"1/20/09",1292
"Obama",2009-11-10,51,42,"1/20/09",294
"Obama",2015-01-07,46,47,"1/20/09",2178
"Obama",2014-11-12,41,53,"1/20/09",2122
"Obama",2015-08-28,46,51,"1/20/09",2411
"Obama",2015-08-24,44,51,"1/20/09",2407
"Obama",2014-03-05,41,55,"1/20/09",1870
"Obama",2009-06-13,62,30,"1/20/09",144
"Obama",2014-08-29,41,52,"1/20/09",2047
"Obama",2015-01-16,47,49,"1/20/09",2187
"Obama",2015-10-26,49,48,"1/20/09",2470
"Obama",2015-07-22,45,50,"1/20/09",2374
"Obama",2015-10-08,45,50,"1/20/09",2452
"Obama",2015-06-18,44,50,"1/20/09",2340
"Obama",2014-03-06,42,55,"1/20/09",1871
"Obama",2014-05-29,45,51,"1/20/09",1955
"Obama",2015-11-27,46,49,"1/20/09",2502
"Obama",2013-05-12,48,45,"1/20/09",1573
"Obama",2010-08-22,44,49,"1/20/09",579
"Obama",2014-05-07,44,51,"1/20/09",1933
"Obama",2010-03-22,51,43,"1/20/09",426
"Obama",2011-06-07,49,41,"1/20/09",868
"Obama",2015-03-15,48,47,"1/20/09",2245
"Obama",2012-02-16,46,48,"1/20/09",1122
"Obama",2011-12-15,41,51,"1/20/09",1059
"Obama",2009-11-01,53,39,"1/20/09",285
"Obama",2012-04-10,45,45,"1/20/09",1176
"Obama",2014-03-24,45,50,"1/20/09",1889
"Obama",2009-08-25,51,44,"1/20/09",217
"Obama",2012-05-25,48,46,"1/20/09",1221
"Obama",2013-11-21,39,54,"1/20/09",1766
"Obama",2009-07-11,58,35,"1/20/09",172
"Obama",2014-12-18,43,52,"1/20/09",2158
"Obama",2012-07-07,46,46,"1/20/09",1264
"Obama",2009-09-18,52,42,"1/20/09",241
"Obama",2016-06-16,53,45,"1/20/09",2704
"Obama",2012-12-01,52,41,"1/20/09",1411
"Obama",2013-11-11,40,54,"1/20/09",1756
"Obama",2016-07-29,53,43,"1/20/09",2747
"Obama",2009-06-22,60,33,"1/20/09",153
"Obama",2009-01-28,64,17,"1/20/09",8
"Obama",2013-09-26,44,49,"1/20/09",1710
"Obama",2011-04-13,42,50,"1/20/09",813
"Obama",2012-09-03,45,48,"1/20/09",1322
"Obama",2014-09-01,42,52,"1/20/09",2050
"Obama",2011-03-26,46,46,"1/20/09",795
"Obama",2012-01-07,45,46,"1/20/09",1082
"Obama",2016-02-03,48,48,"1/20/09",2570
"Obama",2009-09-30,54,38,"1/20/09",253
"Obama",2010-07-09,46,47,"1/20/09",535
"Obama",2009-03-07,62,26,"1/20/09",46
"Obama",2011-12-18,42,50,"1/20/09",1062
"Obama",2009-04-28,63,31,"1/20/09",98
"Obama",2015-08-14,45,49,"1/20/09",2397
"Obama",2009-07-12,59,33,"1/20/09",173
"Obama",2015-04-13,45,50,"1/20/09",2274
